,Testset,file,region,gold,google,saia,google_glen
1239,B,7234,9,water under the rail on the left,tree on left,person on left,palm tree trunk on far left corner
1242,B,7317,5,water,anything but his head,sky top right,water
1245,B,7328,2,sky,sky,sky,sky
1248,B,7420,3,ground in between the legs of the two men in front,ground at very bottom right,bottom right corner,ground at very small patch of woman in front bottom right
1251,B,7425,1,people,little girl in front,people,man
1254,B,7468,1,woman or boy,man in red jacket,any of people,man in red
1257,B,7491,2,boy in jeans and yellow shirt with red sleeves,blue shirt guy in front,person on left,man with red shirt guy in front of girl
1260,B,7541,3,dark hills,trees in background,trees on left,green trees
1263,B,7545,4,clouds,sky,sky,sky
1266,B,7570,1,people,any part of people,any of people,trees
1269,B,7593,3,people,okay so any of people,any of people,people
1272,B,7606,8,flowers in front,people in middle,person on left,people on left
1275,B,7693,3,Truck Far right under carport,i you can see,man on right,you can see last one
1278,B,7708,4,the lady,man in middle,man on left,white shirt
1281,B,7721,5,any part of rock animal laying on,very bottom right,anywhere,any part of picture on bottom right
1284,B,7744,5,Small stone jutting up from the ground to the right of the woman,trees on right,tree on right,trees on far right side of picture first one way to left corner
1287,B,7802,4,black stuff,top left,building on right,top left
1290,B,7805,3,plants in front,patch of picture,grass at bottom,patch of picture
1293,B,7807,5,bag inbetween the two people,guy in back facing camera,tree on left,guy in back facing camera
1296,B,7824,4,middle back window,guy in middle window,person in front,guy in middle
1299,B,7858,4,the brik wall,brick wall,sand,brick wall right
1302,B,7866,8,blanket of red sweater person,guy in front,sky top left,guy in front of people
1305,B,7884,1,middle bottom ground,bottom right corner,ground at bottom,bottom right corner
1308,B,7939,2,The green plants,palm tree on right,person on left,trees on right
1311,B,7960,14,plate with food in front of empty chair,thing on left,second from left,woman in front of table on left corner
1314,B,7965,6,girls head,person on left,building on left,upper left
1317,B,7969,5,black area top right corner,dark area at top right,palm tree trunk on right,dark area on right corner
1320,B,7979,3,rock formation,brick wall on right,sky,brick wall
1323,B,8019,7,bad sweater guy,man in middle,guy in front,man in middle
1326,B,8021,6,ceiling,sand bottom,any part of people,sand
1329,B,8104,4,Houses in a row,tall building on right,any of pic,tall building on right
1332,B,8160,1,sky,sky,sky,sky
1335,B,8183,1,anything but the sky,mountain,people,mountain range in middle
1338,B,8205,7,leaf lower right,grass on right,grass on left,grass on right
1341,B,8353,3,water to left of girl,person on left,water on left,person on far left corner
1344,B,8374,2,left mountain,grassy area on left corner,trees on left,top left
1347,B,8423,3,peeps,group of people,group of people,people
1350,B,8442,3,top right corner,man in background,ground at bottom,man in background
1353,B,8506,1,sky,sky,sky,sky
1356,B,8508,7,cactuses on right,second from right,tree on right,second from right
1359,B,8536,3,street at bottom,dirt at bottom right corner,ground at bottom,bottom right corner
1362,B,8559,4,bottom right,ground at bottom,ground at bottom,ground bottom
1365,B,8599,7,guy on far right,person in black shirt guy,person on right,person 2nd from right
1368,B,8602,6,left most painting,wall on left,bottom left corner,wall on left
1371,B,8603,9,small sign top middle of screen,top left of picture,very top left,window on left side of pic
1374,B,8923,5,trees to left on the train,trees in background on left,tree on left,trees to you click on left
1377,B,8933,8,the chick? wearing a white shirt,red shirt guy on right,guy on right,man in red shirt on right
1380,B,9003,1,background,sky,sky,sky
1383,B,9009,4,road,ground bottom right,ground at bottom right,ground
1386,B,9023,2,first palm tree,tree on right,grass on left,tree on right
1389,B,9035,1,right man,top right,man on right,top right
1392,B,9049,1,top of mountain,rock on right,water on right,rock on right
1395,B,9049,4,water,any part of water,any of people,water
1398,B,9124,1,entire thing,anywhere,sky,dark area
1401,B,9137,2,anywhere in foreground,any part of picture,rock,any of picture
1404,B,9152,1,bottom left corner,that is sitting on right,any of picture,group of people
1407,B,9169,1,group of people on the right side,whole group of people,building on right,any person sitting on right of people
1410,B,9209,11,BACK DOOR (SRY),top right side of pic,person on right,building on right
1413,B,9218,4,right,hat on right,tree on right,top
1416,B,9261,5,orange woman on left,guy on left,guy on left,guy in blue shirt
1419,B,9345,5,above black shirt's head,woman in back left,tree on left,woman on left corner
1422,B,9357,1,any person,group of three people,people,any 1
1425,B,9393,14,the sign that says sidra or something,open book next to right,person on right,open book next to right of sign
1428,B,9438,9,big center tree,big tree on left,trees on left,tree on left
1431,B,9475,7,white triangle in front of plate,closest to us,ground bottom left,table closest to you can see
1434,B,9507,9,donkey,grass in front,person on right,grass
1437,B,9571,6,table very bottom,floor next to left corner,trees on right,bottom left corner
1440,B,9588,1,person,ground at bottom,any part of people,ground
1443,B,9604,1,man,man in front,any person on left,man
1446,B,9605,10,thing in guy's hands on the left,second from left,top right corner,man in back facing away from left
1449,B,9731,4,guy,guy in black shirt,person on right,person
1452,B,9742,3,bird bottom right,rock on far right,person on left,rock on right
1455,B,9742,5,the weeds to the very left,any of two people,ground bottom right,any person in front of people
1458,B,9747,5,guy on left in glasses,person on left,water on right,person on far left corner
1461,B,9752,1,woman,guy on left corner,person on left,man
1464,B,9754,6,leftmost bingo board,brown thing on left,trees on right,window on left
1467,B,9760,8,Bus seat directly to right of woman,empty chair on right,very top left,okay so any of door on right
1470,B,9788,10,little bit under DO15,bottom right corner,tree on left,small patch of water
1473,B,9788,8,gated,2nd from right,person in red,middle
1476,B,9809,5,rock on left,tree on left,second from left,tree on left
1479,B,9838,2,middle mountain,trees on right,any part of pic,green trees
1482,B,9874,3,chair closest to us on right,bottom right corner,sky top right,that is sitting on right corner
1485,B,9938,15,kid with hat in very front,guy in front,sky top right,blue shirt and guy in front
1488,B,9938,16,boy with raised hand front left,man on left,person on left,man in white hat on left
1491,B,9941,2,mountains middle,mountain in background,mountain range city,mountain range
1494,B,9975,4,person on left,guy in black shirt,second from left,guy on left
1497,B,9986,5,right most animal,group of man in back,building on right,2nd from right
0,C,10005,2,plate with frys,plate in front of pic,water on left,that is holding
3,C,10112,3,guy left,man in front of people,person on left,blue shirt
6,C,10133,1,red shirt guy,man in red,guy in red,man in red
9,C,10176,7,plate bottom left,second from left of man,building on right,second from left
12,C,10232,6,right horse,second from right of screen,building on right,far right
15,C,10317,2,man in middle,man with white shirt,man on left,man on left
18,C,10389,6,bike on right,2nd from right,person on right,2nd from right
21,C,1039,3,table bottom left,very bottom left corner,tree on left,bottom left corner
24,C,10406,3,water above girls,okay so girl in front,tree on right,girl in front
27,C,10460,1,blue jacket man,man in middle person,person on right,man in middle
30,C,10569,1,person on right,person on right,man on far right side,person on right
33,C,1056,9,flag on the right,tree on right,person in front,tree on far right
36,C,10630,4,trees to the right of the womans head,trees on right,trees on right,trees on right side of tree in middle
39,C,1079,4,upper window on left,building on top left,tree on left,building on top left
42,C,10876,4,plants just to right of guy,tree trunk on right side,tree on right,tree on right side of picture
45,C,1091,4,window left of T in hotel,2nd from left,person on left,all way on far left corner
48,C,10923,3,surfboard held by dude in white shirt,snow on right,man on right,yellow thing on far right of pic
51,C,11088,5,right guy,man in front,tree on left,white shirt
54,C,11104,6,man on right,blue shirt guy in front,tree on right,guy in front
57,C,11148,4,lady blue shirt white pants,person in white shirt,guy on right,white shirt guy in middle
60,C,11149,6,person with blue jacket,man in blue shirt,person on left,man in blue shirt
63,C,11219,3,dude with gay pose,man on right,man on right,man in front right
66,C,11221,5,guy on right,blue shirt guy on right,person on right,guy on right
69,C,11227,7,the lady holding the books,person on right,person on right,man with glasses on right
72,C,11255,3,chick with sohrts and sandals and blue side bag,man in front,man on right,man in black shirt guy with glasses on right
75,C,11317,9,house on right of picture,group of people,tree on left,group of people on right
78,C,1142,2,right bed,wall bed on right,man in front,bottom right
81,C,11455,13,woman's yellow helmet in front,top of guy in back,guy on right,top of guy in back
84,C,11470,13,on ground,second from right,group of people,bottom right
87,C,11559,3,kid's hat,red thing hanging on right,woman in red,on right
90,C,116,2,left person,guy in blue shirt,person on left,blue shirt
93,C,11713,7,boat left of man in blue hat,woman in red,people on right,woman in red and green on left
96,C,11719,7,tree middle of group,second from right,tree on right,palm tree on right
99,C,11719,8,palm tree right,second from right,tree on right,second from right
102,C,11735,6,cactus all the way to the left,buildings on left,tree on left,small patch of big rock on left
105,C,11878,6,top left quilt,second from left,ground bottom left,second from left
108,C,12003,5,person in back in striped shirt,guy on left,water on left,closest to us on far left
111,C,12050,15,blakc rectangle in from of building on left,closest to left,sky top right,small patch of big one closest to left
114,C,12115,4,the computer on the left,very top left side,tree on left,top left side of picture
117,C,12142,6,bag behind dude on right,blue shirt guy on right,tree on right,blue shirt guy on right
120,C,12162,4,guy in middle,person on right,person on right,person on right
123,C,12246,4,blue shirt man,guy in blue,guy in middle,guy in middle
126,C,1231,1,bed to left,far right,water,bed on right
129,C,12450,3,grass/mountain top right aove wing,mountain on right of picture,building on right,mountain on right of picture
132,C,12568,5,door/window front left,window on left,tree on left,window on left
135,C,12668,3,empty right seat,guy on right,person in middle,guy on right
138,C,12696,4,right tree,lamp post on right,tree on left,lamp post
141,C,12696,9,middle short tree,tall palm tree,bottom right corner,tall palm tree
144,C,12699,2,left building,water on left of people,tree on left,far left
147,C,12729,13,red bowl,yellow flower pot on left,tree on right,far left
150,C,12730,3,person farthest left,guy in red shirt,person on left,second from left
153,C,12769,5,center flag,white thing on right,person in red,white thing
156,C,1276,5,lamp on left,person on left,person on left,person on left
159,C,12901,10,fuit and vase picture,wall on left,second from left,brick wall on left
162,C,12986,3,left most person,person on left,trees on right,person on left
165,C,1312,3,left orange window,2nd from right,building on right,2nd from right
168,C,1312,8,window on left,window to us on left,tree on left,window on left
171,C,1325,4,window on brown building,big building on left,tree on left,very top left corner
174,C,1326,1,left bed,bottom left,bottom left of pic,bottom left
177,C,13293,8,shutter,tall building on far right,window on right,building
180,C,13293,9,right top windows,building on right,tree on right,building on right
183,C,13488,3,mug farthest right,beer bottle on right,people on right,beer can see
186,C,13502,2,dude right,guy sitting on right,man on right,on right
189,C,1401,8,tree center back,green trees on left side,trees on right,trees on left
192,C,14048,3,orange panel far left,very bottom left,person on left,all way to left
195,C,1421,2,bed furthest from us,people on right,bottom right corner,table next to right
198,C,1422,3,Tree far right,palm tree trunk on right,tree on right,tree on right
201,C,1424,4,foliage above the sign,green leaves at top,trees on left,green leaves at top
204,C,14768,2,lage,all way to left,tree on left,left
207,C,14836,1,left most bird,woman in red shirt,guy in front,woman in front
210,C,15026,6,man kneeling down on left,guy in middle,person on left,red shirt guy in middle
213,C,15113,8,window in the middle,okay so like empty chair,building on left,window next to us
216,C,15390,10,leftmost column,third from left,person in middle,top left
219,C,15390,11,pillar right,second from right,any of people,top right
222,C,15537,4,leftmost building,building on left,person on left,far left
225,C,15541,8,barred window top right,top right of screen,window on right,top right of screen
228,C,15565,11,white house right,building on right,people on left,building on right
231,C,15566,9,building in middle right of tree,2nd from right,building on right,white part of building on right
234,C,15651,17,hanging light top left,guy on left,second from left,guy in pink shirt
237,C,15652,3,red light in the top right corner,second from right,bottom left corner,second from right of woman in red
240,C,15678,9,table cloth right,closest to right corner,man in front,bottom right corner
243,C,15698,8,right building,any of building,water at bottom,yellow building
246,C,1583,1,nountain on left,all way to left,trees on left,mountain on left
249,C,15886,6,rice bag on left,patch of man in back,tree on right,yellow thing on right
252,C,16001,5,greyish part,man in front,tree on left,blue shirt
255,C,16262,10,fountains center column,closest to left,person on right,closest to left
258,C,16390,6,woman front in black,person on right,tree on right,person in red shirt
261,C,16420,4,2nd man from the right,man in middle,person on left,white shirt guy on right
264,C,16570,1,red shirt left,2nd from left,person on left,2nd from left
267,C,16603,3,man wearing blue and hat near right,guy in front,person on right,man with black shirt guy in front
270,C,16728,3,back tire,girl in front of pic,tree on left,bottom left
273,C,16846,7,k-13,that is on left,people on right,left
276,C,16864,2,clay,flower pot,man on right,water
279,C,16866,2,jeep to the right,white car on right,building on right,white car on right
282,C,1703,10,fruit left of zurit packet,closest to left,tree on left,bed closest to left corner
285,C,1732,5,water behind truck on right,chair on right,tree on right,chair on far right corner
288,C,1740,4,right most front three cactus,building on right,tree on right,building on right of picture
291,C,1740,6,bottom green,bottom left corner,man on right,bottom left
294,C,17426,11,bike only in center,guy with backpack on left,person on right,all way to us
297,C,17454,1,bed on left,bed closest to left,building on left,closest to left
300,C,17499,4,trees on the right top side,trees on right,palm tree on right corner,trees on right side of pic
303,C,17568,2,canadian? flag,floor,person on left,last one
306,C,17743,5,top right window,building on right of picture,tree on right,building on right
309,C,17755,4,the blue window farthest to the left,second from left,second from left,all way to left side of pic
312,C,1784,5,hills left above animals,mountain in middle,water on left,mountain range in middle
315,C,18000,2,bird on the right,man on right,tree on right,blue shirt is holding
318,C,18072,2,kid in gray shirt bottom left corner,girl in front,tree on right,girl in front of people on left
321,C,18074,5,middle tan girl,all way in red shirt,person in red,man in front
324,C,18121,2,building on left,tall building on left,tree on right,building on left
327,C,18139,4,tall tree on left,tree on left,tree on left,palm tree on left
330,C,18216,4,white mini van,white car next to left,people on right,2nd from left
333,C,18257,2,ground to left of waterfall,tree on left,tree on left,tree trunk on left corner
336,C,18359,8,left set of windows far away,tall building on far left,person on left,tall building on far left side
339,C,18406,6,bototm of white building ledge on right,palm tree on right side,tree on right,palm tree on right side of picture
342,C,18420,6,closest triangler flag,tree on left,people on right,tree on left
345,C,1842,5,bike all the way right side,second from right,group of people on right,second from right side of picture
348,C,18489,7,paper on desk to right of blue shirt womans head,man in front,sky top left,man in white shirt guy is sitting on far right
351,C,1867,1,far right cactus,tree on right,man on right,tree on right
354,C,1871,2,left llama or whatever it is,trees on left of pic,person on left,white thing on left of pic
357,C,18730,4,building upper left,white building on left,building on left,building on left
360,C,18819,6,small top window,first window on far right,any of people,window on right
363,C,18819,8,rose bush on left,bottom left corner,tree on right,red thing on left
366,C,18829,2,that fancy stuff on the bottom left,people in front,ground bottom left,any part of people on left corner
369,C,18837,10,takeout container on the far right,open book on right,bottom left corner,white part of picture on right
372,C,18845,3,bed right,on right,person on right,on right
375,C,1885,3,mountains left of statue,rock on left,building on left,dark area on left
378,C,18952,12,right bike,second from right,person on left,far right
381,C,19011,10,right side lamp on wall,man on right,sky top right,top right side of picture
384,C,19027,2,right boat,building on right,person on right,far right
387,C,19033,3,green shirt,person on far right,tree on right,bottom right
390,C,19049,4,top rightmost window,window on right,ground bottom right,window on right
393,C,19050,1,left bed,click on left,person on left,bottom left
396,C,19070,2,black man front center,man in black shirt,okay so like,man in black shirt
399,C,19161,5,rightmost animal,person from right,person on right,on right
402,C,19197,3,black hill far right,buildings on right of pic,dark area next to right,any part of pic
405,C,19222,6,lady on left,guy in red shirt,person on left,guy in front
408,C,19237,4,mountain left of plane,mountain range,mountain on left,mountain range on left
411,C,19260,2,The person on far right.,blue shirt guy on right,grass on right,blue shirt guy on right
414,C,19262,6,left,man on left,water on right,left
417,C,1930,3,plant right,yellow flower pot on right,people on right,bottom right
420,C,1930,9,left most potted plant,person on left,person on left,brown thing on left
423,C,19337,5,house on right,click on far right corner,tree on right,click on right
426,C,19383,6,middle person in black,man in red,sky top left,man in red shirt
429,C,19566,6,small window above third row man on the right,2nd from right,trees on right,beer bottle closest to you can see it is
432,C,1956,10,middle left girl,person in middle,guy in front,person in middle
435,C,19582,4,glass all the way to the left,2nd from left,bottom right corner,brown thing in front tire on left
438,C,1959,6,bike left,second from left hand side,person on left,on left
441,C,19671,1,left animal,wood thing on left corner,tree on left,on left
444,C,19676,3,tree to right of shoulder,bottom right corner,tree on right,click on far right corner
447,C,19677,9,boxes in back,person on left,building on left,person on left
450,C,19735,3,right bird,lady in middle top right,white building on right,top right
453,C,19757,2,2nd bed,thing that is sitting,top right corner,that is
456,C,1977,2,tree left front,tree on left,building on left,tree on left
459,C,19813,5,window far right,building on right,man on right,building on right
462,C,19978,9,first building on right,tallest building on right,tree on left,building on right corner
465,C,19989,2,land area on left middle,grassy area at bottom left,trees on left,grassy area at bottom left
468,C,2009,1,Tree in the center.,palm tree trunk on left,tree on right,palm tree on left
471,C,20344,2,center bottom building,building on left,guy in front,building on left
474,C,20344,4,blue green building on left,building on left,water on left,building on left of pic
477,C,20421,3,palm left lol,tree on left,tree on left,tree on left
480,C,20481,1,left horse,tree trunk on far left,person on left,far left
483,C,20743,5,2nd to left,guy in back,person on left,guy in back
486,C,20747,4,good,people on left,palm tree on left,people
489,C,20756,1,woman with polka dots up front,guy in front,guy in front,guy in front of guys head
492,C,2078,4,lady in blues hat,closest to left,guy in front,white thing on left
495,C,2083,1,lady in white shirt and hat middle,person in front,guy in middle,person in front of guy on left
498,C,20925,2,vegetation left,green grass on left,grass on left,top left
501,C,20956,2,middle of pink building,white building on right corner,guy on right,building on right corner
504,C,21480,1,SHIRT*,little boy in front,any person on left,face
507,C,21524,2,bike of woman in white shirt,second from right,tree on right,that is sitting on far right
510,C,21635,3,left most bird,water on far left,person on left,2nd from left
513,C,21786,2,man on left,person on left,person on left,person on left
516,C,21935,4,first tall brown bottle from left,man in front,person on left,man in front of red shirt
519,C,21960,6,right side,2nd from right,tree on right,red shirt
522,C,22080,5,boy in middle lower,woman in front,person on left,woman in red shirt
525,C,2213,3,Left house,white thing on left,second from left,on left
528,C,22172,5,blue shirt,man in blue shirt guy,tree on right,blue shirt
531,C,22228,6,left man,blue shirt guy in front,person on left,blue shirt
534,C,22315,12,the empty chair next to the man in blue and white,2nd from right,grass on left,2nd from right next to us is sitting lady in middle
537,C,22371,9,the black thing on the table,that looks like,trees on left,that looks like it is holding
540,C,22379,4,right wall,brick wall on right corner,tree on right,brick wall
543,C,22465,4,guy in red jacket,man in front,person in red,man in red shirt
546,C,22474,2,blenders,guy in middle,tree on left,table
549,C,22474,7,fruit in basket 2nd right,patch of pic,person on left,very small patch of pic
552,C,22483,4,(JUS MISSED IT) BACK GRAY TABLE ON RIGHT,top right,trees on right,any part of picture on far right corner
555,C,22485,8,bottom center bunk,tile floor bottom,people on right,floor bottom left
558,C,22485,9,bottom right bed,person on right,guy in front,person on right
561,C,22487,3,white pan,okay so like it,building on right,white boat
564,C,22576,2,man on rightest,man on right,tree trunk on far right,man on right
567,C,22577,6,water b y left guy feet,guy on left,bottom left corner,guy on left person in center
570,C,22588,2,black llama,grass to left,person on left,upper left
573,C,22642,5,tent left,water,water on left,water left
576,C,22774,1,right totem,okay so like or right,tree on right,white hat
579,C,22781,10,left donkey,closest to us on left,tree on left,far left
582,C,22781,11,second horse from right,guy in middle of pic,tree on right,in middle of pic
585,C,22944,3,chair with yellow and blue,okay so like on right,people on right,okay so like on right
588,C,22956,6,middle white horse,tree on left,person on left,tree on left
591,C,22957,3,mountaintop in middle of pic,mountain range in back left,sky no clouds,mountain range in background mountains
594,C,22999,7,cable car on right,guy in middle,second from left,whatever that is sitting
597,C,23017,5,purple flower bush,tall tree on right,ground bottom right,tree on right
600,C,23076,11,lamp right,lamp post on right,second from left,lamp post
603,C,23076,12,left street lamp,all way to left,sky top left,tree on left
606,C,23083,6,very top right window,window on right,second from left,window on far right
609,C,23113,3,guy in front,person in front,person on right,person in front
612,C,23115,6,hanging sign on right,all way to right,person on right,all way to right
615,C,23116,6,yellow duck on right,guy on right,person on left,okay so top right
618,C,23128,8,top left building,building on left,man in front,building on left
621,C,2316,8,2nd lounge chair on left,all way to left side,tree on right,all way to left side
624,C,23186,3,chair yellow guy,chair on left,person on left,bottom left corner
627,C,23186,4,yellow shirt,people on left,person on right,green shirt
630,C,23229,6,Bottom 2nd from right person,man in front,person on right,all way on far right
633,C,23270,13,second palm tree from left,tree on left,tree on right,palm tree on far left
636,C,23315,17,car middle,second from left,bottom left corner,white car
639,C,23319,7,blue shirt,person sitting on far left,person on left,far left
642,C,23326,2,person on right,that is sitting on right,person on right,person on right
645,C,23334,2,blue shirt,person in middle,tree on right,blue shirt
648,C,23368,7,bright green shirt,person on right,guy in middle,person on right
651,C,23384,3,girl in red shirt next to dude in red shirt,guy in middle,person on right,woman in red shirt guy with black hat on left
654,C,23583,4,hill to the right of kids head above house,trees on right,trees on right,green hill on right side of mountain in back
657,C,23639,1,lady left red hat,blue shirt,man in front,guy in red shirt
660,C,23641,1,snowcap,mountain range in back,sky no clouds,mountain
663,C,23730,2,middle girl,person,guy in red shirt,red shirt
666,C,2386,1,gold thing,any part of pic,trees on left,in middle
669,C,24043,5,far right window,that looks like,window on right,that looks like
672,C,24068,3,left truck,second from left corner,trees on left,red car
675,C,24307,3,middle green sign,blue,grass on right,blue and green
678,C,2430,4,foreground tree in the middle,tree on right,person on left,tree on far right side
681,C,2496,5,top upper right as far as possible,very top right,top right corner,group of sky top right hand corner
684,C,2516,2,blue outlined window on yellow wall,all way left,people on left,all way to left of table
687,C,25216,3,left chair,second from left,tree on left,second floor
690,C,25248,1,three in front of arch,palm tree,palm tree on right,palm tree trunk on right
693,C,25574,1,middle bird,guy on right,building on right,top right
696,C,2568,6,boat right,white building on right,tree on right,white building
699,C,25766,7,dog on right,car in front,person on right,car in front
702,C,25969,4,man in orange,guy on left,person on left,guy on left
705,C,26046,8,first horse from left,brown horse closest to left,trees on left,boat closest to left
708,C,26150,4,window top right,closest to right,tree on right,closest to right
711,C,2615,4,far left building,building on left side,tree on right,building on left
714,C,26217,11,thing above van,closest to right,person on right,closest to right
717,C,26497,2,the bed on the right....white bed bottom right,bottom right side,bottom right corner,bed on right side of girl in front
720,C,26572,6,kid shaking hand,lady in back,person on left,lady in back
723,C,26587,5,left most person,guy in middle,person on left,guy in middle
726,C,26787,4,person on far left,woman in back on left,person on left,person on far left
729,C,2678,3,closest car,white car closest to us,grass on right,white car
732,C,26793,8,yellow food in front of girl on left,man in front of table,bottom right corner,man in front of table next to us
735,C,26914,1,snow mountain,mountain in background,snow,big rock
738,C,26933,7,2nd bike from left,guy sitting on left,tree on right,guy sitting on left
741,C,26990,4,pink/red table,guy in red,bottom left corner,blue shirt
744,C,27000,3,man,man on right,person on right,man
747,C,27042,4,bird in back,closest to us on right,person on right,grass on right
750,C,27064,3,kid holding the dog,guy with white shirt,guy on right,guy with white shirt
753,C,27097,11,drinks right,2nd from right,second from left,far right
756,C,27101,3,right ide person,person on right,person on right,person on right
759,C,27118,5,bars on upper right,yellow building on right,ground bottom right,yellow building on right
762,C,27185,11,rightmost chair,second from right,person on right,bottom right
765,C,27207,3,hut to the nearest left of the person on the right,building on right,tree on right,brick wall on far right side of building in back left
768,C,27207,7,horse on left with the guy riding it,tree on left,sky top left,palm tree on left of guy in front
771,C,27221,11,person far left,guy on left,people on right,guy on left
774,C,27425,9,window closest to door on right,second from left,person on left,second from left window on right
777,C,27427,5,*right,second from right,tree on left,right
780,C,27437,4,brown shirt guy on right,second from right,tree on right,person all way to right
783,C,27462,2,mtn on rt,top half of picture,building on right,top of picture
786,C,27477,15,chair all the way to the left,blue shirt guy in middle,person on left,whatever that is sitting in blue shirt
789,C,27477,4,left person,guy in blue,person on left,blue shirt
792,C,27514,4,white car very right,second from right,person on right,second from bottom right
795,C,27515,16,man behind dude on white horse,second from left,person on left,guy in black hat on left
798,C,27515,9,guy with red on shirt,man in middle,ground bottom left,man in background on right
801,C,27609,5,second window from right,all way left,second from left,all way to left
804,C,27619,3,girl in middle,woman,person on right,woman in front
807,C,27654,4,red shirt woman,man in blue shirt guy,guy in red,man in blue
810,C,2837,4,building peeking out from left of statue,second from left,tree on left,all way to left side of pic
813,C,30010,5,van with globe,click on right,building on right,click on right
816,C,3005,18,yellow car,white car on left,building on right,bottom left
819,C,30076,3,left wheel,man in front,second from left,in front
822,C,30234,3,green tree to the left,tree on left,tree on left,tallest palm tree on left
825,C,3026,10,front center lilypad,grass on right,trees on right,grass on right
828,C,3026,14,bottom right corner,grass bottom right,tree on left,bottom right corner
831,C,30357,3,red shirt,man in white shirt,guy on right,white shirt
834,C,3038,6,space between threes,tree on left,tree on left,tree on left
837,C,30630,3,tree on left,palm tree on left,tree on left,tree on left
840,C,30658,2,tree on far left,trees on left,tree on left,trees on left corner
843,C,30698,5,back end of blue car,second from left,person on left,okay so click on left
846,C,3071,4,row of gems second from the right,big tree on right,tree on right,man in front of building on right
849,C,30811,3,scuba diver on left,guy in front,person on left,guy in front left
852,C,3100,4,top right corner,top right corner,tree on right,top right corner
855,C,3101,4,bottom right leaf,sand bottom right,grass on right,sand bottom right
858,C,3127,7,horse on right,whatever is on right,person on left,grass in front
861,C,31284,2,left motorcycle,second from left,grass on left,blue shirt
864,C,31284,5,red bike fourth in row,3rd from right side,person on right,man with backpack on right
867,C,31325,3,rightmost person,person on right,tree on right,white shirt
870,C,31326,2,2nd woman from right,man in orange shirt girl,guy on right,man in orange shirt
873,C,3142,6,grass behind the buildings on the far right,tree on right,tree on right,tree on right side just to you it
876,C,31441,4,tree area to the left,tree on left,tree on left,tree trunk on far left
879,C,3152,4,ft sign on bottom left near huge soda thing,trees on right,second from left,trees all way on right of grass in middle
882,C,31541,1,asian guy,man in red shirt,tree on left,red shirt
885,C,3186,1,Pillar back right,2nd from right,tree on right,2nd from right
888,C,32082,3,middle building blue color,building on right,sky top left,all way to us
891,C,32245,3,flag right,top right side of pic,2nd from right,top right
894,C,3234,10,building middle above trees,green part of building,person in front,green part of pic
897,C,3234,11,car right blue,grass on right,person in front,grass on right
900,C,32373,2,guy in BLUE helmet,man in blue shirt,person on left,man in blue shirt
903,C,3238,2,top row of hanging bnananas,very top left of pic,grass on right,very top left of pic
906,C,3243,4,necklaces on woman in middle,man in front,person on left,sorry that is on right
909,C,32441,3,number 2 girl,guy in blue,person on right,guy in blue
912,C,3244,3,person with blue drums right of leftest person,second from left,guy in middle,second from left of guy with red shirt
915,C,32614,1,lake on right,bottom right,water on right,water to right
918,C,32802,1,the guy in the blue shirt in middle,person in pink shirt guy,guy in front,person in pink shirt and guy on left
921,C,32829,1,trash can front,table on right,tree on right,table on right
924,C,32863,3,skyscraper middle the bigger one left side,bottom left,tree on left,second from left most building with black
927,C,3290,8,bike to the far left,person on left,water on left,person on left of people
930,C,3298,2,house on left,window on left of photo,person on left,window on left
933,C,3362,2,tall building on the left part of the skyline,2nd from left,second from left,all way to left side of pole on top
936,C,3482,1,box of fruit bottom left,group of picture,person on left,group of picture on left
939,C,35649,10,right umbrella,whatever is sitting,person on right,red shirt
942,C,35675,4,trees left,trees on left,person on right,tree left
945,C,35683,10,van left,white car on left,trees on right,on left
948,C,35683,8,right truck,gray car,tree on right,gray car
951,C,35736,10,flag all the way to the left...actual flag not the pole,2nd from left,person in front,lamp post in red shirt and white thing on far left
954,C,35815,1,The building with the clock on it,building on right side,people on right,white thing on right side of building
957,C,35945,1,building on right behind guys,white building,water on right,building all way to us
960,C,35993,2,car facing us,brown thing on left,water on left,bottom left corner
963,C,3681,1,monkey on the mirror,person in back to left,building on left,girls face on left
966,C,37079,4,tree foreground,tree on left,tree on right,tree trunk
969,C,37231,1,left person,wall on left,any person on left,wall left
972,C,37248,1,bottom,red car,person in front,red
975,C,37271,4,a man standing in front of a building with snow around,black shirt,person on right,person in red shirt guy with black jacket woman on right
978,C,37282,3,farthest left tree,trees on far left,tree on left,trees on left
981,C,37297,1,middle car,white car,tree on left,white car
984,C,37308,2,Tall tree on far right,tree on right,person on right,tree trunk on far right
987,C,37447,3,whale on left,whatever is holding,tree on left,whatever is holding
990,C,37448,2,whale on left,closest to left,group of people on left,closest to left
993,C,37467,3,left most guy,blue shirt,person on left,guy in front
996,C,37478,5,red shirt,man in red,trees on left,red shirt
999,C,37496,5,red biker,guy on left,person on left,on left
1002,C,37570,1,douchebag on right,guy in front right,palm tree on right,guy in front
1005,C,37652,6,trees on far left below clouds,trees on left,tree on left,trees on left side of pic
1008,C,37887,4,right red,person on right,person on right,red shirt
1011,C,37920,2,brown bulding on right,building on right corner,tree on right,building on right corner
1014,C,37920,7,glassy panel building by flag,building on far right,person on right,yellow building on far right
1017,C,37926,4,top half of building,building all way at top,tree on left,all way on left
1020,C,37932,5,us flag,2nd from left,person in middle,that is
1023,C,37954,6,white building to the left,very bottom left,person on left,building that is on left
